paradas_nao_planejadas,idade_maquina_anos,temperatura_c,pressao_bar,vibracao_motor_mm_s,velocidade_esteira_m_min,umidade_pct,tamanho_lote,tempo_setup_min,taxa_defeitos_pct,linha_producao_pad_A,linha_producao_pad_B,linha_producao_pad_C,turno_pad_manha,turno_pad_noite,turno_pad_tarde,maquina_M01,maquina_M02,maquina_M03,maquina_M04,maquina_M05,maquina_M06,maquina_M07,maquina_M08,consumo_energia_kwh,falha_24h,data_registro_pad
1.3862943611198906,0.5171754834564067,-0.0228320608369584,0.378172467876989,0.4284693079697784,0.23807668238484764,0.5015084821982502,-0.7276424957692338,-0.7430762276164977,-0.3521602346319176,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,540.04,1,2025-01-01 00:00:00
1.0986122886681098,1.209988122815554,0.9270897243616503,0.6482213281999272,1.0417182960248565,-1.1639539025834218,-2.36276420900683,0.6053168088200619,0.2758626167600784,0.10707211437163835,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,576.34,0,2025-01-01 06:00:00
0.0,0.5171754834564067,-0.6056145353769071,-0.4268090263590421,0.6832699438518182,-0.3418329781751168,2.0102274691012414,-0.681307473387483,-1.375442306538779,-0.23015865820490788,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,477.44,0,2025-01-01 12:00:00
0.0,0.28623793700335765,1.2864949974971434,1.2187483819261775,-0.0033961765760520558,-1.4410994833329647,0.5490142917750006,0.08735745148120456,0.37174483811291514,-0.45344456223169943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,521.25,0,2025-01-01 18:00:00
0.6931471805599453,0.05530039055030851,-1.0298239660594706,-2.262299561653666,-0.14015358001556455,0.6712622119597615,0.7144655596112673,-0.09053593802016016,-1.7277714215099178,-0.3774813165318633,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,443.24,0,2025-01-02 00:00:00
0.0,-0.8684497952618879,-0.9468220731637638,-1.3057173925147079,0.37376634659397284,0.21012922886388602,-0.11115264820535269,-0.35282526114542817,-0.20583140003631628,-0.4741618110589275,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,483.53,0,2025-02-01 06:00:00
0.6931471805599453,-0.6375122488088388,-0.6442847229927519,-0.6225783353314099,1.2115853866128836,-1.6902976105615428,-1.793513559768188,-1.2480840864499707,-1.4964365382459304,-0.4154629393817811,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,471.29,0,2025-01-02 12:00:00
0.6931471805599453,0.9790505763625049,-1.6870149584693839,-1.7109461719260435,-0.0149125894972742,0.4034324490505408,0.6931698518699658,0.31655033004807914,0.028547363270618187,1.521599825964045,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,467.86,0,2025-01-02 18:00:00
1.0986122886681098,-1.330324888167986,-1.1879420665331455,-0.9716774527296885,-1.9223184795746897,-0.0227662171441323,-0.5255998834783785,1.754590846110274,0.015610873088092447,0.9887061477970114,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,548.53,0,2025-03-01 00:00:00
0.0,-1.330324888167986,-2.6092420651842936,2.5644912540928764,-1.7265394599139137,0.5757750790964749,0.5645765397397978,0.5498802641847529,1.5679896949911658,0.25324381443041405,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,550.96,0,2025-01-03 06:00:00
0.0,-0.4065747023557897,0.2451295921716524,0.04960859267860869,-0.0033961765760520558,-0.3744383406162395,-0.18568762529990898,0.9056670431874824,-1.1555219734358435,-1.7425178225925582,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,468.62,0,2025-01-03 12:00:00
0.6931471805599453,0.9790505763625049,-1.6997533732134305,-2.058676273177663,1.3454636868220908,-0.8052949157310737,0.2639794343145004,1.1059005327657627,0.24009702625544885,1.0220839375742121,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,512.27,0,2025-03-01 18:00:00
1.0986122886681098,0.5171754834564067,0.006284315720857921,-0.11888758283753591,0.773961695606442,-0.772689553289951,-0.7320044354325332,-1.5533987875011501,-0.4668441137190389,1.5791477393730118,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,489.39,0,2025-01-04 00:00:00
0.0,0.28623793700335765,-0.48050510485505965,-0.6075191577181507,0.3147447303727095,-0.5281493349815325,0.8790977617651772,1.06866703263757,-0.6913302668863953,-1.2430019342027252,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,549.04,0,2025-01-04 06:00:00
0.0,0.28623793700335765,1.663188119213832,1.4090416263119063,0.546512540412305,0.05408928003851335,-1.1382610138819813,-0.8434800517236108,-0.5497898448893505,0.5432852980116075,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,497.51,0,2025-04-01 12:00:00
0.0,-1.330324888167986,0.004464542185991168,-0.1529624341829913,-1.5537932660955815,0.19149759318324497,2.23710866311434,0.6243472644411381,0.21650695592260788,-0.8919596624080273,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,532.77,0,2025-01-04 18:00:00
0.6931471805599453,-0.6375122488088388,1.455278992855705,2.370090961267168,-0.7030182615402963,-0.16483243920902335,2.22973707197312,1.7330781571473184,-0.7080716071226049,0.341867601080223,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,545.05,0,2025-01-05 00:00:00
0.6931471805599453,-1.330324888167986,0.4453046810066124,-0.6882911103710859,-1.1190486783194462,-0.4070437030573622,1.63427632089903,1.42114416718446,1.5177656742825372,-0.8332607907308811,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,522.73,0,2025-05-01 06:00:00
0.0,0.9790505763625049,0.006284315720857921,-0.4103808325991225,-0.0033961765760520558,-0.3325171603347963,1.2837162088499094,-0.24608922744460932,0.7567956635457365,0.174978652194219,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,523.2,1,2025-01-05 12:00:00
0.6931471805599453,0.9790505763625049,-0.7088866834803949,-0.0010199822602967896,0.012438891190628553,0.0011055660716877238,-0.052998984757951784,1.225875144289939,-0.5452240248249295,0.18994110968055078,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,509.04,0,2025-01-05 18:00:00
0.0,-0.8684497952618879,1.1527416426846933,0.649237664915653,-1.4587828594954992,-0.772689553289951,1.176418604461043,0.4638295083329299,-0.6882863868434481,0.7055704138248942,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,491.44,0,2025-06-01 00:00:00
0.6931471805599453,-0.6375122488088388,-0.7084317400966794,-0.22556365280003404,-0.04946182826093999,-0.5491099251222532,-0.06446590431096044,-1.2232617530311756,-0.994196331159642,0.28086681286671816,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,449.23,0,2025-01-06 06:00:00
0.0,-0.6375122488088388,0.09060048950285023,0.45483737208994435,-0.386316906206688,3.486968154196704,-1.4970117827546796,-0.852581573977169,0.46838802947648905,-0.19562991015952744,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,498.03,0,2025-01-06 12:00:00
0.0,1.4409256692686032,-1.0555535418718414,-0.9922126949295869,-0.0033961765760520558,0.47563003731302705,1.5073211401335778,1.638753290155897,-0.9371235803543817,1.7805654363043957,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,537.86,0,2025-06-01 18:00:00
0.0,0.05530039055030851,-0.8349565500345286,-0.9004886131033734,-1.175191191310404,-1.4108230753519218,0.003151801539676747,1.4939563452129256,-1.2125947242411037,0.8517421138836698,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,515.32,0,2025-01-07 00:00:00
0.6931471805599453,0.9790505763625049,0.2182879325324234,0.12627349689156409,-0.19629609300652265,0.9181313847282615,-0.001397846769413396,1.4128700560448617,-0.1632170794350558,1.2073882187510856,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,574.82,0,2025-01-07 06:00:00
1.0986122886681098,-0.1756371559027406,0.8502042925136813,0.6998912623420698,0.25860221738175204,-0.9194136842750031,-1.1742999039057231,-0.3511704389175085,0.5444850305501692,1.1141605990285592,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,512.27,0,2025-07-01 12:00:00
0.0,0.7481130299094558,0.488675950254183,0.38638656475694877,-1.2212568429952926,0.988000018530668,-0.5460765255373224,-0.5712617952308249,1.4119908427901218,-1.1037359837530254,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,471.1,0,2025-01-07 18:00:00
0.0,0.05530039055030851,-0.28851899692698707,-0.3679413320526655,0.8099504859852618,0.0011055660716877238,-1.75993186679152,1.115002055019321,1.2727333308252873,0.26360243884402845,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,521.47,0,2025-01-08 00:00:00
0.0,-0.6375122488088388,-0.14657666120765447,-0.028650580382531935,-0.0033961765760520558,-0.4256753387380033,0.9585471329538796,-1.6162820321620976,0.22183374599776548,-0.257781656641212,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,512.27,0,2025-08-01 06:00:00
0.0,1.4409256692686032,1.6995835899110998,1.8786141646162577,1.6866374196132967,1.7216206734559254,-1.5461557236961452,1.432727922779898,0.48436839970196194,2.634576471293465,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,574.52,0,2025-01-08 12:00:00
0.6931471805599453,0.7481130299094558,0.47032656711097987,-0.18175513610691665,0.0023620298845590166,0.6293410316783183,0.31148524389125026,0.4125300192674201,1.0117206171425648,-1.207322227889166,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.8,0,2025-01-08 18:00:00
0.6931471805599453,0.9790505763625049,-1.0573733154067082,-1.4748967640808204,1.4447927482676317,1.0555396978729932,-0.7991678213858694,0.5126467640565603,-0.6677401965535543,1.0623674769604892,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,499.7,0,2025-09-01 00:00:00
0.6931471805599453,1.6718632157216522,0.39541255659243907,-0.4979978659853572,-0.0033961765760520558,0.4919327185335884,-1.3725137990363,-0.1625207049346659,-1.0337667717179555,0.10016636476256206,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,506.15,0,2025-01-09 06:00:00
0.0,-0.8684497952618879,-0.22346209305562867,0.19609332037122004,-2.2044705961446325,-0.4303332476581644,0.2639794343145004,1.7173573459820815,0.04528870350682772,-0.34870735982737944,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,532.47,0,2025-01-09 12:00:00
0.6931471805599453,-1.330324888167986,-1.4040401737981547,-1.1647087294087368,-0.6555130582402552,0.6759201208799227,-0.29871868946527924,0.9189056210108397,-1.4545831876554065,0.2486399813576967,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,460.41,0,2025-09-01 18:00:00
1.0986122886681098,0.28623793700335765,0.4125993066439285,0.5972150513425758,-0.0033961765760520558,1.3024088706414914,0.8537067256120865,-1.498789653979801,0.04376676348535442,0.03110886867180172,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,476.26,0,2025-01-10 00:00:00
0.0,-0.6375122488088388,-0.4190877480534244,-1.081198744462482,-0.2682736737641607,0.17752386642276333,-1.2160722537059685,0.13700211831879472,-0.15256349928474056,-1.725253448569868,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.02,0,2025-01-10 06:00:00
0.0,-0.1756371559027406,0.32474468432191894,1.1311313485399428,-0.3042624641429798,1.9242397114829008,-0.7148040561030208,1.3011695556602838,0.14725868494555927,-0.0701754589279796,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,512.27,0,2025-10-01 12:00:00
0.0,-0.8684497952618879,0.17779797138171705,-0.14889874858707863,-0.6483153001644915,0.927447202568582,-2.3168965307947955,-1.4201855981536164,0.5026316799596448,-0.673277591453953,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,512.27,0,2025-01-10 18:00:00
0.0,-0.4065747023557897,0.5754184887493344,0.583524889875977,-0.9477420361162666,0.0011055660716877238,-2.1170445042995025,0.8742254208570086,0.5886212911729034,-0.3648207755818904,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,512.27,0,2025-01-11 00:00:00
1.0986122886681098,-0.4065747023557897,-0.6442847229927519,-0.18996923298687649,0.14775674301498842,0.2986294983469336,1.7972703916882236,-0.8360333516979723,0.0072402029699876825,1.521599825964045,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.95,0,2025-11-01 06:00:00
1.0986122886681098,-0.4065747023557897,1.4520943891696974,0.8203646832481426,-1.2961135269832365,0.17985282088284305,2.0773908550545768,0.0741188736578472,-0.574140885232928,0.2566966892349522,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.52,0,2025-01-11 12:00:00
